id,column_name,response,sign_fill,sign_rough,strength_fill,strength_rough
5.0,ro_-,0.0,1,-1,1,-1
5.0,ro_-,0.0,1,-1,1,-1
5.0,ro_-,0.0,1,-1,1,-1
5.0,ro_-,0.0,1,-1,1,-1
5.0,ro_-,0.0,1,-1,1,-1
5.0,ro_-,0.0,1,-1,1,-1
5.0,ro_-,0.0,1,-1,1,-1
5.0,ro_-,0.0,1,-1,1,-1
5.0,ro_--,1.0,1,-1,-1,1
5.0,ro_--,0.0,1,-1,-1,1
5.0,ro_--,1.0,1,-1,-1,1
5.0,ro_--,1.0,1,-1,-1,1
5.0,ro_--,1.0,1,-1,-1,1
5.0,ro_--,1.0,1,-1,-1,1
5.0,ro_--,1.0,1,-1,-1,1
5.0,ro_--,1.0,1,-1,-1,1
5.0,sf_+,1.0,1,-1,-1,1
5.0,sf_+,0.0,1,-1,-1,1
5.0,sf_+,1.0,1,-1,-1,1
5.0,sf_+,1.0,1,-1,-1,1
5.0,sf_+,1.0,1,-1,-1,1
5.0,sf_+,1.0,1,-1,-1,1
5.0,sf_+,1.0,1,-1,-1,1
5.0,sf_+,1.0,1,-1,-1,1
5.0,sf_++,0.0,1,-1,1,-1
5.0,sf_++,0.0,1,-1,1,-1
5.0,sf_++,0.0,1,-1,1,-1
5.0,sf_++,0.0,1,-1,1,-1
5.0,sf_++,0.0,1,-1,1,-1
5.0,sf_++,0.0,1,-1,1,-1
5.0,sf_++,0.0,1,-1,1,-1
5.0,sf_++,0.0,1,-1,1,-1
5.0,sf_-,0.0,-1,1,-1,1
5.0,sf_-,0.0,-1,1,-1,1
5.0,sf_-,0.0,-1,1,-1,1
5.0,sf_-,0.0,-1,1,-1,1
5.0,sf_-,0.0,-1,1,-1,1
5.0,sf_-,0.0,-1,1,-1,1
5.0,sf_-,0.0,-1,1,-1,1
5.0,sf_-,0.0,-1,1,-1,1
5.0,sf_--,0.0,-1,1,1,-1
5.0,sf_--,1.0,-1,1,1,-1
5.0,sf_--,0.0,-1,1,1,-1
5.0,sf_--,0.0,-1,1,1,-1
5.0,sf_--,0.0,-1,1,1,-1
5.0,sf_--,0.0,-1,1,1,-1
5.0,sf_--,0.0,-1,1,1,-1
5.0,sf_--,0.0,-1,1,1,-1
5.0,so_+,0.0,-1,-1,1,1
5.0,so_+,0.0,-1,-1,1,1
5.0,so_+,0.0,-1,-1,1,1
5.0,so_+,0.0,-1,-1,1,1
5.0,so_+,0.0,-1,-1,1,1
5.0,so_+,0.0,-1,-1,1,1
5.0,so_+,0.0,-1,-1,1,1
5.0,so_+,0.0,-1,-1,1,1
5.0,so_++,0.0,-1,-1,-1,-1
5.0,so_++,0.0,-1,-1,-1,-1
5.0,so_++,0.0,-1,-1,-1,-1
5.0,so_++,0.0,-1,-1,-1,-1
5.0,so_++,0.0,-1,-1,-1,-1
5.0,so_++,0.0,-1,-1,-1,-1
5.0,so_++,0.0,-1,-1,-1,-1
5.0,so_++,0.0,-1,-1,-1,-1
5.0,so_-,1.0,1,1,1,1
5.0,so_-,1.0,1,1,1,1
5.0,so_-,1.0,1,1,1,1
5.0,so_-,1.0,1,1,1,1
5.0,so_-,1.0,1,1,1,1
5.0,so_-,1.0,1,1,1,1
5.0,so_-,1.0,1,1,1,1
5.0,so_-,1.0,1,1,1,1
5.0,so_--,0.0,1,1,-1,-1
5.0,so_--,0.0,1,1,-1,-1
5.0,so_--,0.0,1,1,-1,-1
5.0,so_--,0.0,1,1,-1,-1
5.0,so_--,0.0,1,1,-1,-1
5.0,so_--,0.0,1,1,-1,-1
5.0,so_--,0.0,1,1,-1,-1
5.0,so_--,0.0,1,1,-1,-1
6.0,rf_+,0.0,1,1,-1,-1
6.0,rf_+,0.0,1,1,-1,-1
6.0,rf_+,0.0,1,1,-1,-1
6.0,rf_+,1.0,1,1,-1,-1
6.0,rf_+,0.0,1,1,-1,-1
6.0,rf_+,0.0,1,1,-1,-1
6.0,rf_+,0.0,1,1,-1,-1
6.0,rf_+,0.0,1,1,-1,-1
6.0,rf_++,1.0,1,1,1,1
6.0,rf_++,1.0,1,1,1,1
6.0,rf_++,1.0,1,1,1,1
6.0,rf_++,0.0,1,1,1,1
6.0,rf_++,1.0,1,1,1,1
6.0,rf_++,1.0,1,1,1,1
6.0,rf_++,1.0,1,1,1,1
6.0,rf_++,1.0,1,1,1,1
6.0,rf_-,0.0,-1,-1,-1,-1
6.0,rf_-,0.0,-1,-1,-1,-1
6.0,rf_-,0.0,-1,-1,-1,-1
6.0,rf_-,0.0,-1,-1,-1,-1
6.0,rf_-,0.0,-1,-1,-1,-1
6.0,rf_-,0.0,-1,-1,-1,-1
6.0,rf_-,0.0,-1,-1,-1,-1
6.0,rf_-,0.0,-1,-1,-1,-1
6.0,rf_--,0.0,-1,-1,1,1
6.0,rf_--,0.0,-1,-1,1,1
6.0,rf_--,0.0,-1,-1,1,1
6.0,rf_--,0.0,-1,-1,1,1
6.0,rf_--,0.0,-1,-1,1,1
6.0,rf_--,0.0,-1,-1,1,1
6.0,rf_--,0.0,-1,-1,1,1
6.0,rf_--,0.0,-1,-1,1,1
6.0,ro_+,1.0,-1,1,1,-1
6.0,ro_+,1.0,-1,1,1,-1
6.0,ro_+,1.0,-1,1,1,-1
6.0,ro_+,0.0,-1,1,1,-1
6.0,ro_+,1.0,-1,1,1,-1
6.0,ro_+,1.0,-1,1,1,-1
6.0,ro_+,1.0,-1,1,1,-1
6.0,ro_+,1.0,-1,1,1,-1
6.0,ro_++,0.0,-1,1,-1,1
6.0,ro_++,0.0,-1,1,-1,1
6.0,ro_++,0.0,-1,1,-1,1
6.0,ro_++,1.0,-1,1,-1,1
6.0,ro_++,0.0,-1,1,-1,1
6.0,ro_++,0.0,-1,1,-1,1
6.0,ro_++,0.0,-1,1,-1,1
6.0,ro_++,0.0,-1,1,-1,1
6.0,ro_-,0.0,1,-1,1,-1
6.0,ro_-,0.0,1,-1,1,-1
6.0,ro_-,0.0,1,-1,1,-1
6.0,ro_-,0.0,1,-1,1,-1
6.0,ro_-,0.0,1,-1,1,-1
6.0,ro_-,0.0,1,-1,1,-1
6.0,ro_-,0.0,1,-1,1,-1
6.0,ro_-,0.0,1,-1,1,-1
6.0,ro_--,0.0,1,-1,-1,1
6.0,ro_--,0.0,1,-1,-1,1
6.0,ro_--,0.0,1,-1,-1,1
6.0,ro_--,0.0,1,-1,-1,1
6.0,ro_--,0.0,1,-1,-1,1
6.0,ro_--,0.0,1,-1,-1,1
6.0,ro_--,0.0,1,-1,-1,1
6.0,ro_--,0.0,1,-1,-1,1
6.0,sf_+,0.0,1,-1,-1,1
6.0,sf_+,0.0,1,-1,-1,1
6.0,sf_+,0.0,1,-1,-1,1
6.0,sf_+,0.0,1,-1,-1,1
6.0,sf_+,0.0,1,-1,-1,1
6.0,sf_+,0.0,1,-1,-1,1
6.0,sf_+,0.0,1,-1,-1,1
6.0,sf_+,0.0,1,-1,-1,1
6.0,sf_++,0.0,1,-1,1,-1
6.0,sf_++,0.0,1,-1,1,-1
6.0,sf_++,0.0,1,-1,1,-1
6.0,sf_++,0.0,1,-1,1,-1
6.0,sf_++,0.0,1,-1,1,-1
6.0,sf_++,0.0,1,-1,1,-1
6.0,sf_++,0.0,1,-1,1,-1
6.0,sf_++,0.0,1,-1,1,-1
6.0,sf_-,1.0,-1,1,-1,1
6.0,sf_-,1.0,-1,1,-1,1
6.0,sf_-,1.0,-1,1,-1,1
6.0,sf_-,0.0,-1,1,-1,1
6.0,sf_-,1.0,-1,1,-1,1
6.0,sf_-,0.0,-1,1,-1,1
6.0,sf_-,1.0,-1,1,-1,1
6.0,sf_-,1.0,-1,1,-1,1
6.0,sf_--,0.0,-1,1,1,-1
6.0,sf_--,0.0,-1,1,1,-1
6.0,sf_--,0.0,-1,1,1,-1
6.0,sf_--,1.0,-1,1,1,-1
6.0,sf_--,0.0,-1,1,1,-1
6.0,sf_--,1.0,-1,1,1,-1
6.0,sf_--,0.0,-1,1,1,-1
6.0,sf_--,0.0,-1,1,1,-1
6.0,so_+,0.0,-1,-1,1,1
6.0,so_+,0.0,-1,-1,1,1
6.0,so_+,0.0,-1,-1,1,1
6.0,so_+,0.0,-1,-1,1,1
6.0,so_+,0.0,-1,-1,1,1
6.0,so_+,0.0,-1,-1,1,1
6.0,so_+,0.0,-1,-1,1,1
6.0,so_+,0.0,-1,-1,1,1
6.0,so_++,0.0,-1,-1,-1,-1
6.0,so_++,0.0,-1,-1,-1,-1
6.0,so_++,0.0,-1,-1,-1,-1
6.0,so_++,0.0,-1,-1,-1,-1
6.0,so_++,0.0,-1,-1,-1,-1
6.0,so_++,0.0,-1,-1,-1,-1
6.0,so_++,0.0,-1,-1,-1,-1
6.0,so_++,0.0,-1,-1,-1,-1
6.0,so_-,0.0,1,1,1,1
6.0,so_-,0.0,1,1,1,1
6.0,so_-,0.0,1,1,1,1
6.0,so_-,1.0,1,1,1,1
6.0,so_-,0.0,1,1,1,1
6.0,so_-,1.0,1,1,1,1
6.0,so_-,0.0,1,1,1,1
6.0,so_-,0.0,1,1,1,1
6.0,so_--,1.0,1,1,-1,-1
6.0,so_--,1.0,1,1,-1,-1
6.0,so_--,1.0,1,1,-1,-1
6.0,so_--,0.0,1,1,-1,-1
6.0,so_--,1.0,1,1,-1,-1
6.0,so_--,0.0,1,1,-1,-1
6.0,so_--,1.0,1,1,-1,-1
6.0,so_--,1.0,1,1,-1,-1
7.0,rf_+,0.0,1,1,-1,-1
7.0,rf_+,0.0,1,1,-1,-1
7.0,rf_+,1.0,1,1,-1,-1
7.0,rf_+,0.0,1,1,-1,-1
7.0,rf_+,0.0,1,1,-1,-1
7.0,rf_+,0.0,1,1,-1,-1
7.0,rf_+,1.0,1,1,-1,-1
7.0,rf_+,0.0,1,1,-1,-1
7.0,rf_++,1.0,1,1,1,1
7.0,rf_++,1.0,1,1,1,1
7.0,rf_++,0.0,1,1,1,1
7.0,rf_++,1.0,1,1,1,1
7.0,rf_++,0.0,1,1,1,1
7.0,rf_++,0.0,1,1,1,1
7.0,rf_++,0.0,1,1,1,1
7.0,rf_++,1.0,1,1,1,1
7.0,rf_-,0.0,-1,-1,-1,-1
7.0,rf_-,0.0,-1,-1,-1,-1
7.0,rf_-,0.0,-1,-1,-1,-1
7.0,rf_-,0.0,-1,-1,-1,-1
7.0,rf_-,1.0,-1,-1,-1,-1
7.0,rf_-,1.0,-1,-1,-1,-1
7.0,rf_-,0.0,-1,-1,-1,-1
7.0,rf_-,0.0,-1,-1,-1,-1
7.0,rf_--,0.0,-1,-1,1,1
7.0,rf_--,0.0,-1,-1,1,1
7.0,rf_--,0.0,-1,-1,1,1
7.0,rf_--,0.0,-1,-1,1,1
7.0,rf_--,0.0,-1,-1,1,1
7.0,rf_--,0.0,-1,-1,1,1
7.0,rf_--,0.0,-1,-1,1,1
7.0,rf_--,0.0,-1,-1,1,1
7.0,ro_+,1.0,-1,1,1,-1
7.0,ro_+,1.0,-1,1,1,-1
7.0,ro_+,0.0,-1,1,1,-1
7.0,ro_+,0.0,-1,1,1,-1
7.0,ro_+,0.0,-1,1,1,-1
7.0,ro_+,1.0,-1,1,1,-1
7.0,ro_+,0.0,-1,1,1,-1
7.0,ro_+,1.0,-1,1,1,-1
7.0,ro_++,0.0,-1,1,-1,1
7.0,ro_++,0.0,-1,1,-1,1
7.0,ro_++,1.0,-1,1,-1,1
7.0,ro_++,0.0,-1,1,-1,1
7.0,ro_++,1.0,-1,1,-1,1
7.0,ro_++,0.0,-1,1,-1,1
7.0,ro_++,0.0,-1,1,-1,1
7.0,ro_++,0.0,-1,1,-1,1
7.0,ro_-,0.0,1,-1,1,-1
7.0,ro_-,0.0,1,-1,1,-1
7.0,ro_-,0.0,1,-1,1,-1
7.0,ro_-,1.0,1,-1,1,-1
7.0,ro_-,0.0,1,-1,1,-1
7.0,ro_-,0.0,1,-1,1,-1
7.0,ro_-,0.0,1,-1,1,-1
7.0,ro_-,0.0,1,-1,1,-1
7.0,ro_--,0.0,1,-1,-1,1
7.0,ro_--,0.0,1,-1,-1,1
7.0,ro_--,0.0,1,-1,-1,1
7.0,ro_--,0.0,1,-1,-1,1
7.0,ro_--,0.0,1,-1,-1,1
7.0,ro_--,0.0,1,-1,-1,1
7.0,ro_--,1.0,1,-1,-1,1
7.0,ro_--,0.0,1,-1,-1,1
7.0,sf_+,0.0,1,-1,-1,1
7.0,sf_+,0.0,1,-1,-1,1
7.0,sf_+,0.0,1,-1,-1,1
7.0,sf_+,1.0,1,-1,-1,1
7.0,sf_+,0.0,1,-1,-1,1
7.0,sf_+,0.0,1,-1,-1,1
7.0,sf_+,0.0,1,-1,-1,1
7.0,sf_+,0.0,1,-1,-1,1
7.0,sf_++,0.0,1,-1,1,-1
7.0,sf_++,0.0,1,-1,1,-1
7.0,sf_++,0.0,1,-1,1,-1
7.0,sf_++,0.0,1,-1,1,-1
7.0,sf_++,0.0,1,-1,1,-1
7.0,sf_++,0.0,1,-1,1,-1
7.0,sf_++,1.0,1,-1,1,-1
7.0,sf_++,0.0,1,-1,1,-1
7.0,sf_-,0.0,-1,1,-1,1
7.0,sf_-,0.0,-1,1,-1,1
7.0,sf_-,1.0,-1,1,-1,1
7.0,sf_-,0.0,-1,1,-1,1
7.0,sf_-,0.0,-1,1,-1,1
7.0,sf_-,0.0,-1,1,-1,1
7.0,sf_-,0.0,-1,1,-1,1
7.0,sf_-,0.0,-1,1,-1,1
7.0,sf_--,1.0,-1,1,1,-1
7.0,sf_--,1.0,-1,1,1,-1
7.0,sf_--,0.0,-1,1,1,-1
7.0,sf_--,0.0,-1,1,1,-1
7.0,sf_--,1.0,-1,1,1,-1
7.0,sf_--,1.0,-1,1,1,-1
7.0,sf_--,0.0,-1,1,1,-1
7.0,sf_--,1.0,-1,1,1,-1
7.0,so_+,0.0,-1,-1,1,1
7.0,so_+,0.0,-1,-1,1,1
7.0,so_+,0.0,-1,-1,1,1
7.0,so_+,0.0,-1,-1,1,1
7.0,so_+,1.0,-1,-1,1,1
7.0,so_+,0.0,-1,-1,1,1
7.0,so_+,0.0,-1,-1,1,1
7.0,so_+,0.0,-1,-1,1,1
7.0,so_++,0.0,-1,-1,-1,-1
7.0,so_++,0.0,-1,-1,-1,-1
7.0,so_++,0.0,-1,-1,-1,-1
7.0,so_++,0.0,-1,-1,-1,-1
7.0,so_++,0.0,-1,-1,-1,-1
7.0,so_++,1.0,-1,-1,-1,-1
7.0,so_++,0.0,-1,-1,-1,-1
7.0,so_++,0.0,-1,-1,-1,-1
7.0,so_-,1.0,1,1,1,1
7.0,so_-,1.0,1,1,1,1
7.0,so_-,0.0,1,1,1,1
7.0,so_-,0.0,1,1,1,1
7.0,so_-,0.0,1,1,1,1
7.0,so_-,0.0,1,1,1,1
7.0,so_-,1.0,1,1,1,1
7.0,so_-,1.0,1,1,1,1
7.0,so_--,0.0,1,1,-1,-1
7.0,so_--,0.0,1,1,-1,-1
7.0,so_--,1.0,1,1,-1,-1
7.0,so_--,1.0,1,1,-1,-1
7.0,so_--,0.0,1,1,-1,-1
7.0,so_--,0.0,1,1,-1,-1
7.0,so_--,0.0,1,1,-1,-1
7.0,so_--,0.0,1,1,-1,-1
8.0,rf_+,0.0,1,1,-1,-1
8.0,rf_+,0.0,1,1,-1,-1
8.0,rf_+,0.0,1,1,-1,-1
8.0,rf_+,0.0,1,1,-1,-1
8.0,rf_+,0.0,1,1,-1,-1
8.0,rf_+,0.0,1,1,-1,-1
8.0,rf_+,0.0,1,1,-1,-1
8.0,rf_+,0.0,1,1,-1,-1
8.0,rf_++,0.0,1,1,1,1
8.0,rf_++,0.0,1,1,1,1
8.0,rf_++,0.0,1,1,1,1
8.0,rf_++,0.0,1,1,1,1
8.0,rf_++,0.0,1,1,1,1
8.0,rf_++,0.0,1,1,1,1
8.0,rf_++,0.0,1,1,1,1
8.0,rf_++,0.0,1,1,1,1
8.0,rf_-,0.0,-1,-1,-1,-1
8.0,rf_-,0.0,-1,-1,-1,-1
8.0,rf_-,0.0,-1,-1,-1,-1
8.0,rf_-,0.0,-1,-1,-1,-1
8.0,rf_-,0.0,-1,-1,-1,-1
8.0,rf_-,0.0,-1,-1,-1,-1
8.0,rf_-,1.0,-1,-1,-1,-1
8.0,rf_-,1.0,-1,-1,-1,-1
8.0,rf_--,1.0,-1,-1,1,1
8.0,rf_--,1.0,-1,-1,1,1
8.0,rf_--,1.0,-1,-1,1,1
8.0,rf_--,1.0,-1,-1,1,1
8.0,rf_--,1.0,-1,-1,1,1
8.0,rf_--,1.0,-1,-1,1,1
8.0,rf_--,0.0,-1,-1,1,1
8.0,rf_--,0.0,-1,-1,1,1
8.0,ro_+,0.0,-1,1,1,-1
8.0,ro_+,0.0,-1,1,1,-1
8.0,ro_+,0.0,-1,1,1,-1
8.0,ro_+,0.0,-1,1,1,-1
8.0,ro_+,0.0,-1,1,1,-1
8.0,ro_+,0.0,-1,1,1,-1
8.0,ro_+,0.0,-1,1,1,-1
8.0,ro_+,0.0,-1,1,1,-1
8.0,ro_++,0.0,-1,1,-1,1
8.0,ro_++,0.0,-1,1,-1,1
8.0,ro_++,0.0,-1,1,-1,1
8.0,ro_++,0.0,-1,1,-1,1
8.0,ro_++,0.0,-1,1,-1,1
8.0,ro_++,0.0,-1,1,-1,1
8.0,ro_++,0.0,-1,1,-1,1
8.0,ro_++,0.0,-1,1,-1,1
8.0,ro_-,1.0,1,-1,1,-1
8.0,ro_-,1.0,1,-1,1,-1
8.0,ro_-,1.0,1,-1,1,-1
8.0,ro_-,1.0,1,-1,1,-1
8.0,ro_-,1.0,1,-1,1,-1
8.0,ro_-,1.0,1,-1,1,-1
8.0,ro_-,0.0,1,-1,1,-1
8.0,ro_-,0.0,1,-1,1,-1
8.0,ro_--,0.0,1,-1,-1,1
8.0,ro_--,0.0,1,-1,-1,1
8.0,ro_--,0.0,1,-1,-1,1
8.0,ro_--,0.0,1,-1,-1,1
8.0,ro_--,0.0,1,-1,-1,1
8.0,ro_--,0.0,1,-1,-1,1
8.0,ro_--,1.0,1,-1,-1,1
8.0,ro_--,1.0,1,-1,-1,1
8.0,sf_+,1.0,1,-1,-1,1
8.0,sf_+,1.0,1,-1,-1,1
8.0,sf_+,1.0,1,-1,-1,1
8.0,sf_+,1.0,1,-1,-1,1
8.0,sf_+,1.0,1,-1,-1,1
8.0,sf_+,1.0,1,-1,-1,1
8.0,sf_+,1.0,1,-1,-1,1
8.0,sf_+,1.0,1,-1,-1,1
8.0,sf_++,0.0,1,-1,1,-1
8.0,sf_++,0.0,1,-1,1,-1
8.0,sf_++,0.0,1,-1,1,-1
8.0,sf_++,0.0,1,-1,1,-1
8.0,sf_++,0.0,1,-1,1,-1
8.0,sf_++,0.0,1,-1,1,-1
8.0,sf_++,0.0,1,-1,1,-1
8.0,sf_++,0.0,1,-1,1,-1
8.0,sf_-,0.0,-1,1,-1,1
8.0,sf_-,0.0,-1,1,-1,1
8.0,sf_-,0.0,-1,1,-1,1
8.0,sf_-,0.0,-1,1,-1,1
8.0,sf_-,0.0,-1,1,-1,1
8.0,sf_-,0.0,-1,1,-1,1
8.0,sf_-,0.0,-1,1,-1,1
8.0,sf_-,0.0,-1,1,-1,1
8.0,sf_--,0.0,-1,1,1,-1
8.0,sf_--,0.0,-1,1,1,-1
8.0,sf_--,0.0,-1,1,1,-1
8.0,sf_--,0.0,-1,1,1,-1
8.0,sf_--,0.0,-1,1,1,-1
8.0,sf_--,0.0,-1,1,1,-1
8.0,sf_--,0.0,-1,1,1,-1
8.0,sf_--,0.0,-1,1,1,-1
8.0,so_+,0.0,-1,-1,1,1
8.0,so_+,0.0,-1,-1,1,1
8.0,so_+,0.0,-1,-1,1,1
8.0,so_+,0.0,-1,-1,1,1
8.0,so_+,0.0,-1,-1,1,1
8.0,so_+,0.0,-1,-1,1,1
8.0,so_+,0.0,-1,-1,1,1
8.0,so_+,0.0,-1,-1,1,1
8.0,so_++,1.0,-1,-1,-1,-1
8.0,so_++,1.0,-1,-1,-1,-1
8.0,so_++,1.0,-1,-1,-1,-1
8.0,so_++,1.0,-1,-1,-1,-1
8.0,so_++,1.0,-1,-1,-1,-1
8.0,so_++,1.0,-1,-1,-1,-1
8.0,so_++,1.0,-1,-1,-1,-1
8.0,so_++,1.0,-1,-1,-1,-1
8.0,so_-,0.0,1,1,1,1
8.0,so_-,0.0,1,1,1,1
8.0,so_-,0.0,1,1,1,1
8.0,so_-,0.0,1,1,1,1
8.0,so_-,0.0,1,1,1,1
8.0,so_-,0.0,1,1,1,1
8.0,so_-,0.0,1,1,1,1
8.0,so_-,0.0,1,1,1,1
8.0,so_--,0.0,1,1,-1,-1
8.0,so_--,0.0,1,1,-1,-1
8.0,so_--,0.0,1,1,-1,-1
8.0,so_--,0.0,1,1,-1,-1
8.0,so_--,0.0,1,1,-1,-1
8.0,so_--,0.0,1,1,-1,-1
8.0,so_--,0.0,1,1,-1,-1
8.0,so_--,0.0,1,1,-1,-1
9.0,rf_+,0.0,1,1,-1,-1
9.0,rf_+,0.0,1,1,-1,-1
9.0,rf_+,0.0,1,1,-1,-1
9.0,rf_+,0.0,1,1,-1,-1
9.0,rf_+,0.0,1,1,-1,-1
9.0,rf_+,0.0,1,1,-1,-1
9.0,rf_+,0.0,1,1,-1,-1
9.0,rf_+,0.0,1,1,-1,-1
9.0,rf_++,0.0,1,1,1,1
9.0,rf_++,0.0,1,1,1,1
9.0,rf_++,0.0,1,1,1,1
9.0,rf_++,0.0,1,1,1,1
9.0,rf_++,0.0,1,1,1,1
9.0,rf_++,0.0,1,1,1,1
9.0,rf_++,0.0,1,1,1,1
9.0,rf_++,0.0,1,1,1,1
9.0,rf_-,0.0,-1,-1,-1,-1
9.0,rf_-,1.0,-1,-1,-1,-1
9.0,rf_-,1.0,-1,-1,-1,-1
9.0,rf_-,1.0,-1,-1,-1,-1
9.0,rf_-,1.0,-1,-1,-1,-1
9.0,rf_-,0.0,-1,-1,-1,-1
9.0,rf_-,0.0,-1,-1,-1,-1
9.0,rf_-,0.0,-1,-1,-1,-1
9.0,rf_--,1.0,-1,-1,1,1
9.0,rf_--,0.0,-1,-1,1,1
9.0,rf_--,0.0,-1,-1,1,1
9.0,rf_--,0.0,-1,-1,1,1
9.0,rf_--,0.0,-1,-1,1,1
9.0,rf_--,0.0,-1,-1,1,1
9.0,rf_--,1.0,-1,-1,1,1
9.0,rf_--,1.0,-1,-1,1,1
9.0,ro_+,0.0,-1,1,1,-1
9.0,ro_+,0.0,-1,1,1,-1
9.0,ro_+,0.0,-1,1,1,-1
9.0,ro_+,0.0,-1,1,1,-1
9.0,ro_+,0.0,-1,1,1,-1
9.0,ro_+,0.0,-1,1,1,-1
9.0,ro_+,0.0,-1,1,1,-1
9.0,ro_+,0.0,-1,1,1,-1
9.0,ro_++,0.0,-1,1,-1,1
9.0,ro_++,0.0,-1,1,-1,1
9.0,ro_++,0.0,-1,1,-1,1
9.0,ro_++,0.0,-1,1,-1,1
9.0,ro_++,0.0,-1,1,-1,1
9.0,ro_++,0.0,-1,1,-1,1
9.0,ro_++,0.0,-1,1,-1,1
9.0,ro_++,0.0,-1,1,-1,1
9.0,ro_-,1.0,1,-1,1,-1
9.0,ro_-,0.0,1,-1,1,-1
9.0,ro_-,0.0,1,-1,1,-1
9.0,ro_-,0.0,1,-1,1,-1
9.0,ro_-,0.0,1,-1,1,-1
9.0,ro_-,1.0,1,-1,1,-1
9.0,ro_-,1.0,1,-1,1,-1
9.0,ro_-,1.0,1,-1,1,-1
9.0,ro_--,0.0,1,-1,-1,1
9.0,ro_--,1.0,1,-1,-1,1
9.0,ro_--,1.0,1,-1,-1,1
9.0,ro_--,1.0,1,-1,-1,1
9.0,ro_--,1.0,1,-1,-1,1
9.0,ro_--,1.0,1,-1,-1,1
9.0,ro_--,0.0,1,-1,-1,1
9.0,ro_--,0.0,1,-1,-1,1
9.0,sf_+,1.0,1,-1,-1,1
9.0,sf_+,1.0,1,-1,-1,1
9.0,sf_+,1.0,1,-1,-1,1
9.0,sf_+,1.0,1,-1,-1,1
9.0,sf_+,0.0,1,-1,-1,1
9.0,sf_+,1.0,1,-1,-1,1
9.0,sf_+,0.0,1,-1,-1,1
9.0,sf_+,0.0,1,-1,-1,1
9.0,sf_++,0.0,1,-1,1,-1
9.0,sf_++,0.0,1,-1,1,-1
9.0,sf_++,0.0,1,-1,1,-1
9.0,sf_++,0.0,1,-1,1,-1
9.0,sf_++,1.0,1,-1,1,-1
9.0,sf_++,0.0,1,-1,1,-1
9.0,sf_++,1.0,1,-1,1,-1
9.0,sf_++,1.0,1,-1,1,-1
9.0,sf_-,0.0,-1,1,-1,1
9.0,sf_-,0.0,-1,1,-1,1
9.0,sf_-,0.0,-1,1,-1,1
9.0,sf_-,0.0,-1,1,-1,1
9.0,sf_-,0.0,-1,1,-1,1
9.0,sf_-,0.0,-1,1,-1,1
9.0,sf_-,0.0,-1,1,-1,1
9.0,sf_-,0.0,-1,1,-1,1
9.0,sf_--,0.0,-1,1,1,-1
9.0,sf_--,0.0,-1,1,1,-1
9.0,sf_--,0.0,-1,1,1,-1
9.0,sf_--,0.0,-1,1,1,-1
9.0,sf_--,0.0,-1,1,1,-1
9.0,sf_--,0.0,-1,1,1,-1
9.0,sf_--,0.0,-1,1,1,-1
9.0,sf_--,0.0,-1,1,1,-1
9.0,so_+,0.0,-1,-1,1,1
9.0,so_+,0.0,-1,-1,1,1
9.0,so_+,0.0,-1,-1,1,1
9.0,so_+,0.0,-1,-1,1,1
9.0,so_+,1.0,-1,-1,1,1
9.0,so_+,0.0,-1,-1,1,1
9.0,so_+,1.0,-1,-1,1,1
9.0,so_+,1.0,-1,-1,1,1
9.0,so_++,1.0,-1,-1,-1,-1
9.0,so_++,1.0,-1,-1,-1,-1
9.0,so_++,1.0,-1,-1,-1,-1
9.0,so_++,1.0,-1,-1,-1,-1
9.0,so_++,0.0,-1,-1,-1,-1
9.0,so_++,1.0,-1,-1,-1,-1
9.0,so_++,0.0,-1,-1,-1,-1
9.0,so_++,0.0,-1,-1,-1,-1
9.0,so_-,0.0,1,1,1,1
9.0,so_-,0.0,1,1,1,1
9.0,so_-,0.0,1,1,1,1
9.0,so_-,0.0,1,1,1,1
9.0,so_-,0.0,1,1,1,1
9.0,so_-,0.0,1,1,1,1
9.0,so_-,0.0,1,1,1,1
9.0,so_-,0.0,1,1,1,1
9.0,so_--,0.0,1,1,-1,-1
9.0,so_--,0.0,1,1,-1,-1
9.0,so_--,0.0,1,1,-1,-1
9.0,so_--,0.0,1,1,-1,-1
9.0,so_--,0.0,1,1,-1,-1
9.0,so_--,0.0,1,1,-1,-1
9.0,so_--,0.0,1,1,-1,-1
9.0,so_--,0.0,1,1,-1,-1
10.0,rf_+,0.0,1,1,-1,-1
10.0,rf_+,0.0,1,1,-1,-1
10.0,rf_+,0.0,1,1,-1,-1
10.0,rf_+,0.0,1,1,-1,-1
10.0,rf_+,0.0,1,1,-1,-1
10.0,rf_+,0.0,1,1,-1,-1
10.0,rf_+,0.0,1,1,-1,-1
10.0,rf_+,0.0,1,1,-1,-1
10.0,rf_++,1.0,1,1,1,1
10.0,rf_++,1.0,1,1,1,1
10.0,rf_++,1.0,1,1,1,1
10.0,rf_++,1.0,1,1,1,1
10.0,rf_++,1.0,1,1,1,1
10.0,rf_++,1.0,1,1,1,1
10.0,rf_++,1.0,1,1,1,1
10.0,rf_++,1.0,1,1,1,1
10.0,rf_-,0.0,-1,-1,-1,-1
10.0,rf_-,0.0,-1,-1,-1,-1
10.0,rf_-,0.0,-1,-1,-1,-1
10.0,rf_-,0.0,-1,-1,-1,-1
10.0,rf_-,0.0,-1,-1,-1,-1
10.0,rf_-,0.0,-1,-1,-1,-1
